"physical_id","last_visited","snapshot"
"86304","2017-02-09T06:43:00.000","2017-02-09T08:53:14.000"
"131727","2017-02-09T08:08:00.000","2017-02-09T08:53:14.000"
"80004",,"2017-02-09T08:53:14.000"
"72701","2017-02-09T08:38:00.000","2017-02-09T08:53:14.000"
"1486","2017-02-09T08:35:00.000","2017-02-09T08:53:14.000"
"1615","2017-02-09T08:38:00.000","2017-02-09T08:53:14.000"
"131733",,"2017-02-09T08:53:14.000"
"115195","2017-02-09T08:49:00.000","2017-02-09T08:53:14.000"
"72702","2017-02-09T08:48:00.000","2017-02-09T08:53:14.000"
"145223",,"2017-02-09T08:53:14.000"
"131726",,"2017-02-09T08:53:14.000"
"86305","2017-02-09T08:25:00.000","2017-02-09T08:53:14.000"
"131729",,"2017-02-09T08:53:14.000"
"131730",,"2017-02-09T08:53:14.000"
"131731",,"2017-02-09T08:53:14.000"
"152571",,"2017-02-09T08:53:14.000"
"131725","2017-02-09T08:34:00.000","2017-02-09T08:53:14.000"
"131722",,"2017-02-09T08:53:14.000"
"131728",,"2017-02-09T08:53:14.000"
"102386",,"2017-02-09T08:53:14.000"
"131724",,"2017-02-09T08:53:14.000"
"131723",,"2017-02-09T08:53:14.000"
"98415","2017-02-09T08:26:00.000","2017-02-09T08:53:14.000"
"152572",,"2017-02-09T08:53:14.000"
"131719","2017-02-09T08:17:00.000","2017-02-09T08:53:14.000"
"2743","2017-02-09T08:46:00.000","2017-02-09T08:53:14.000"
"2742","2017-02-09T08:50:00.000","2017-02-09T08:53:14.000"
"3973","2017-02-09T08:39:00.000","2017-02-09T08:53:14.000"
"16648","2017-02-09T05:07:00.000","2017-02-09T08:53:14.000"
"2744","2017-02-09T08:46:00.000","2017-02-09T08:53:14.000"
"4107","2017-02-09T05:11:00.000","2017-02-09T08:53:14.000"
"115171","2017-02-09T08:48:00.000","2017-02-09T08:53:14.000"
"1614","2017-02-09T08:38:00.000","2017-02-09T08:53:14.000"
"101929",,"2017-02-09T08:53:14.000"
"138464","2017-02-09T08:36:00.000","2017-02-09T08:53:14.000"
"2745","2017-02-09T08:46:00.000","2017-02-09T08:53:14.000"
"3974","2017-02-09T08:46:00.000","2017-02-09T08:53:14.000"
"3976","2017-02-09T08:47:00.000","2017-02-09T08:53:14.000"
"3975","2017-02-09T08:18:00.000","2017-02-09T08:53:14.000"
"103266","2017-02-09T08:42:00.000","2017-02-09T08:53:14.000"
"4321","2017-02-09T08:31:00.000","2017-02-09T08:53:14.000"
"2592","2017-02-09T08:40:00.000","2017-02-09T08:53:14.000"
"81200","2017-02-09T08:49:00.000","2017-02-09T08:53:14.000"
"3474","2017-02-09T08:46:00.000","2017-02-09T08:53:14.000"
"86303","2017-02-09T08:17:00.000","2017-02-09T08:53:14.000"
"3473","2017-02-09T08:23:00.000","2017-02-09T08:53:14.000"
"2591","2017-02-09T08:26:00.000","2017-02-09T08:53:14.000"
"2590","2017-02-09T08:47:00.000","2017-02-09T08:53:14.000"
"2588","2017-02-09T08:27:00.000","2017-02-09T08:53:14.000"
"2589","2017-02-09T08:47:00.000","2017-02-09T08:53:14.000"
"101337","2017-02-09T08:35:00.000","2017-02-09T08:53:14.000"
"2236","2017-02-09T08:41:00.000","2017-02-09T08:53:14.000"
"2237","2017-02-09T08:42:00.000","2017-02-09T08:53:14.000"
"16643","2017-02-09T08:42:00.000","2017-02-09T08:53:14.000"
"3979","2017-02-09T08:51:00.000","2017-02-09T08:53:14.000"
"104716",,"2017-02-09T08:53:14.000"
"81220","2017-02-09T08:41:00.000","2017-02-09T08:53:14.000"
"2234","2017-02-09T08:41:00.000","2017-02-09T08:53:14.000"
"2235","2017-02-09T08:42:00.000","2017-02-09T08:53:14.000"
"3978","2017-02-09T08:47:00.000","2017-02-09T08:53:14.000"
"16644","2017-02-09T08:39:00.000","2017-02-09T08:53:14.000"
"3969","2017-02-09T08:48:00.000","2017-02-09T08:53:14.000"
"4363","2017-02-09T04:27:00.000","2017-02-09T08:53:14.000"
"2233","2017-02-09T08:41:00.000","2017-02-09T08:53:14.000"
"4013","2017-02-09T04:23:00.000","2017-02-09T08:53:14.000"
"4345","2017-02-09T08:36:00.000","2017-02-09T08:53:14.000"
"92131","2017-02-09T06:18:00.000","2017-02-09T08:53:14.000"
"55298","2017-02-09T08:29:00.000","2017-02-09T08:53:14.000"
"4344","2017-02-09T08:36:00.000","2017-02-09T08:53:14.000"
"81201","2017-02-09T08:46:00.000","2017-02-09T08:53:14.000"
"101336","2017-02-09T08:36:00.000","2017-02-09T08:53:14.000"
"4346","2017-02-09T08:37:00.000","2017-02-09T08:53:14.000"
"16645","2017-02-09T08:38:00.000","2017-02-09T08:53:14.000"
"81202","2017-02-09T08:44:00.000","2017-02-09T08:53:14.000"
"4347","2017-02-09T08:36:00.000","2017-02-09T08:53:14.000"
"3970","2017-02-09T08:51:00.000","2017-02-09T08:53:14.000"
"16646",,"2017-02-09T08:53:14.000"
"2586","2017-02-09T08:27:00.000","2017-02-09T08:53:14.000"
"53797",,"2017-02-09T08:53:14.000"
"2587","2017-02-09T08:27:00.000","2017-02-09T08:53:14.000"
"3968","2017-02-09T08:50:00.000","2017-02-09T08:53:14.000"
"4012","2017-02-09T04:23:00.000","2017-02-09T08:53:14.000"
"2585","2017-02-09T08:27:00.000","2017-02-09T08:53:14.000"
"2584","2017-02-09T08:28:00.000","2017-02-09T08:53:14.000"
"4348","2017-02-09T08:37:00.000","2017-02-09T08:53:14.000"
"4349","2017-02-09T08:37:00.000","2017-02-09T08:53:14.000"
"80039","2017-02-09T04:31:00.000","2017-02-09T08:53:14.000"
"4350","2017-02-09T08:38:00.000","2017-02-09T08:53:14.000"
"4364","2017-02-09T04:29:00.000","2017-02-09T08:53:14.000"
"55333","2017-02-09T03:51:00.000","2017-02-09T08:53:14.000"
"4014","2017-02-09T04:25:00.000","2017-02-09T08:53:14.000"
"4362","2017-02-09T04:26:00.000","2017-02-09T08:53:14.000"
"3738","2017-02-09T08:36:00.000","2017-02-09T08:53:14.000"
"3739","2017-02-09T07:47:00.000","2017-02-09T08:53:14.000"
"80041","2017-02-09T04:32:00.000","2017-02-09T08:53:14.000"
"2231","2017-02-09T08:40:00.000","2017-02-09T08:53:14.000"
"2232","2017-02-09T08:41:00.000","2017-02-09T08:53:14.000"
"19108","2017-02-09T08:35:00.000","2017-02-09T08:53:14.000"
"81158","2017-02-09T08:08:00.000","2017-02-09T08:53:14.000"
"2230","2017-02-09T08:39:00.000","2017-02-09T08:53:14.000"
"55331","2017-02-09T08:26:00.000","2017-02-09T08:53:14.000"
"19107","2017-02-09T07:52:00.000","2017-02-09T08:53:14.000"
"81160","2017-02-09T08:11:00.000","2017-02-09T08:53:14.000"
"3737","2017-02-09T08:36:00.000","2017-02-09T08:53:14.000"
"99802","2017-02-09T08:15:00.000","2017-02-09T08:53:14.000"
"81208","2017-02-09T05:48:00.000","2017-02-09T08:53:14.000"
"81209","2017-02-09T08:39:00.000","2017-02-09T08:53:14.000"
"81207","2017-02-09T08:35:00.000","2017-02-09T08:53:14.000"
"4310","2017-02-09T08:34:00.000","2017-02-09T08:53:14.000"
"4309","2017-02-09T08:33:00.000","2017-02-09T08:53:14.000"
"172262","2017-02-09T08:19:00.000","2017-02-09T08:53:14.000"
"86045",,"2017-02-09T08:53:14.000"
"3736","2017-02-09T08:37:00.000","2017-02-09T08:53:14.000"
"96917","2017-02-09T08:18:00.000","2017-02-09T08:53:14.000"
"99803","2017-02-09T08:21:00.000","2017-02-09T08:53:14.000"
"92202","2017-02-09T08:36:00.000","2017-02-09T08:53:14.000"
"3735","2017-02-09T08:37:00.000","2017-02-09T08:53:14.000"
"3733","2017-02-09T08:20:00.000","2017-02-09T08:53:14.000"
"4311","2017-02-09T08:33:00.000","2017-02-09T08:53:14.000"
"3734","2017-02-09T08:37:00.000","2017-02-09T08:53:14.000"
"172329","2017-02-09T08:34:00.000","2017-02-09T08:53:14.000"
"80040","2017-02-09T08:28:00.000","2017-02-09T08:53:14.000"
"55459","2017-02-09T08:48:00.000","2017-02-09T08:53:14.000"
"81157","2017-02-09T08:31:00.000","2017-02-09T08:53:14.000"
"4089","2017-02-09T08:01:00.000","2017-02-09T08:53:14.000"
"2583","2017-02-09T08:29:00.000","2017-02-09T08:53:14.000"
"2582","2017-02-09T08:30:00.000","2017-02-09T08:53:14.000"
"19110","2017-02-09T08:19:00.000","2017-02-09T08:53:14.000"
"67869",,"2017-02-09T08:53:14.000"
"77341","2017-02-09T04:23:00.000","2017-02-09T08:53:14.000"
"140715","2017-02-09T07:54:00.000","2017-02-09T08:53:14.000"
"140710","2017-02-09T05:14:00.000","2017-02-09T08:53:14.000"
"2581","2017-02-09T08:30:00.000","2017-02-09T08:53:14.000"
"55332","2017-02-09T08:26:00.000","2017-02-09T08:53:14.000"
"99654",,"2017-02-09T08:53:14.000"
"140716",,"2017-02-09T08:53:14.000"
"67463",,"2017-02-09T08:53:14.000"
"81162","2017-02-09T08:31:00.000","2017-02-09T08:53:14.000"
"2580","2017-02-09T08:30:00.000","2017-02-09T08:53:14.000"
"140722","2017-02-09T08:15:00.000","2017-02-09T08:53:14.000"
"140714","2017-02-09T08:30:00.000","2017-02-09T08:53:14.000"
"99655","2017-02-09T08:00:00.000","2017-02-09T08:53:14.000"
"103778","2017-02-09T07:59:00.000","2017-02-09T08:53:14.000"
"67870",,"2017-02-09T08:53:14.000"
"55330","2017-02-09T08:27:00.000","2017-02-09T08:53:14.000"
"4090","2017-02-09T08:32:00.000","2017-02-09T08:53:14.000"
"4312","2017-02-09T08:32:00.000","2017-02-09T08:53:14.000"
"2229","2017-02-09T08:39:00.000","2017-02-09T08:53:14.000"
"4313","2017-02-09T08:32:00.000","2017-02-09T08:53:14.000"
"2228","2017-02-09T08:38:00.000","2017-02-09T08:53:14.000"
"96916","2017-02-09T08:22:00.000","2017-02-09T08:53:14.000"
"4299","2017-02-09T08:42:00.000","2017-02-09T08:53:14.000"
"92203","2017-02-09T08:38:00.000","2017-02-09T08:53:14.000"
"2227","2017-02-09T08:26:00.000","2017-02-09T08:53:14.000"
"4314","2017-02-09T08:31:00.000","2017-02-09T08:53:14.000"
"98414","2017-02-09T08:28:00.000","2017-02-09T08:53:14.000"
"92204","2017-02-09T08:39:00.000","2017-02-09T08:53:14.000"
"4300","2017-02-09T08:41:00.000","2017-02-09T08:53:14.000"
"67892","2017-02-09T08:51:00.000","2017-02-09T08:53:14.000"
"2226","2017-02-09T08:26:00.000","2017-02-09T08:53:14.000"
"75926",,"2017-03-15T00:52:57.000"
"3999","2017-02-09T08:42:00.000","2017-02-09T08:53:14.000"
"3998","2017-02-09T08:42:00.000","2017-02-09T08:53:14.000"
"3997","2017-02-09T08:43:00.000","2017-02-09T08:53:14.000"
"4010","2017-02-09T04:22:00.000","2017-02-09T08:53:14.000"
"4000","2017-02-09T08:42:00.000","2017-02-09T08:53:14.000"
"3971","2017-02-09T08:52:00.000","2017-02-09T08:53:14.000"
"55299","2017-02-09T08:29:00.000","2017-02-09T08:53:14.000"
"2069","2017-02-09T08:51:00.000","2017-02-09T08:53:14.000"
"16647","2017-02-09T05:08:00.000","2017-02-09T08:53:14.000"
"4001","2017-02-09T08:41:00.000","2017-02-09T08:53:14.000"
"4366","2017-02-09T05:08:00.000","2017-02-09T08:53:14.000"
"4009","2017-02-09T05:06:00.000","2017-02-09T08:53:14.000"
"4365","2017-02-09T04:43:00.000","2017-02-09T08:53:14.000"
"172327",,"2017-02-09T08:53:14.000"
"4351","2017-02-09T08:51:00.000","2017-02-09T08:53:14.000"
"4352","2017-02-09T08:39:00.000","2017-02-09T08:53:14.000"
"103780","2017-02-09T08:51:00.000","2017-02-09T08:53:14.000"
"161104",,"2017-02-09T08:53:14.000"
"55329","2017-02-09T05:44:00.000","2017-02-09T08:53:14.000"
"4002","2017-02-09T08:40:00.000","2017-02-09T08:53:14.000"
"4003","2017-02-09T08:40:00.000","2017-02-09T08:53:14.000"
"80037",,"2017-02-09T08:53:14.000"
"103783",,"2017-02-09T08:53:14.000"
"77340","2017-02-09T05:11:00.000","2017-02-09T08:53:14.000"
"103782",,"2017-02-09T08:53:14.000"
"19111","2017-02-09T08:51:00.000","2017-02-09T08:53:14.000"
"4004",,"2017-02-09T08:53:14.000"
"3972","2017-02-09T08:39:00.000","2017-02-09T08:53:14.000"
"103211","2017-02-09T05:02:00.000","2017-02-09T08:53:14.000"
"53756","2017-02-09T07:50:00.000","2017-02-09T08:53:14.000"
"2068","2017-02-09T08:51:00.000","2017-02-09T08:53:14.000"
"2070","2017-02-09T08:51:00.000","2017-02-09T08:53:14.000"
"2071","2017-02-09T08:51:00.000","2017-02-09T08:53:14.000"
"4368","2017-02-09T05:01:00.000","2017-02-09T08:53:14.000"
"2746","2017-02-09T05:00:00.000","2017-02-09T08:53:14.000"
"103212","2017-02-09T05:01:00.000","2017-02-09T08:53:14.000"
"2747","2017-02-09T04:09:00.000","2017-02-09T08:53:14.000"
"80005","2017-02-09T04:09:00.000","2017-02-09T08:53:14.000"
"19114",,"2017-02-09T08:53:14.000"
"19112","2017-02-09T08:50:00.000","2017-02-09T08:53:14.000"
"100487","2017-02-09T07:50:00.000","2017-02-09T08:53:14.000"
"77342","2017-02-09T04:18:00.000","2017-02-09T08:53:14.000"
"2072","2017-02-09T08:48:00.000","2017-02-09T08:53:14.000"
"77339","2017-02-09T05:10:00.000","2017-02-09T08:53:14.000"
"19113","2017-02-09T08:49:00.000","2017-02-09T08:53:14.000"
"89772",,"2017-02-09T08:53:14.000"
"2082","2017-02-09T08:21:00.000","2017-02-09T08:53:14.000"
"2081","2017-02-09T08:22:00.000","2017-02-09T08:53:14.000"
"2092","2017-02-09T06:45:00.000","2017-02-09T08:53:14.000"
"77344",,"2017-02-09T08:53:14.000"
"2073","2017-02-09T08:21:00.000","2017-02-09T08:53:14.000"
"171245","2017-02-09T07:58:00.000","2017-02-09T08:53:14.000"
"2093",,"2017-02-09T08:53:14.000"
"145108",,"2017-02-09T08:53:14.000"
"145123",,"2017-02-09T08:53:14.000"
"2080","2017-02-09T05:36:00.000","2017-02-09T08:53:14.000"
"2079","2017-02-09T08:22:00.000","2017-02-09T08:53:14.000"
"2090","2017-02-09T04:16:00.000","2017-02-09T08:53:14.000"
"160433","2017-02-09T06:41:00.000","2017-02-09T08:53:14.000"
"103803",,"2017-02-09T08:53:14.000"
"101329","2017-02-09T05:35:00.000","2017-02-09T08:53:14.000"
"145113","2017-02-09T04:16:00.000","2017-02-09T08:53:14.000"
"53810","2017-02-09T08:03:00.000","2017-02-09T08:53:14.000"
"77434",,"2017-02-09T08:53:14.000"
"103159",,"2017-02-09T08:53:14.000"
"103802",,"2017-02-09T08:53:14.000"
"160429","2017-02-09T06:41:00.000","2017-02-09T08:53:14.000"
"101328",,"2017-02-09T08:53:14.000"
"2091","2017-02-09T06:42:00.000","2017-02-09T08:53:14.000"
"103779",,"2017-02-09T08:53:14.000"
"140724",,"2017-02-09T08:53:14.000"
"103777","2017-02-09T04:57:00.000","2017-02-09T08:53:14.000"
"103775",,"2017-02-09T08:53:14.000"
"53863","2017-02-09T08:07:00.000","2017-02-09T08:53:14.000"
"103776",,"2017-02-09T08:53:14.000"
"140711","2017-02-09T08:31:00.000","2017-02-09T08:53:14.000"
"103787",,"2017-02-09T08:53:14.000"
"103785",,"2017-02-09T08:53:14.000"
"103781",,"2017-02-09T08:53:14.000"
"103794",,"2017-02-09T08:53:14.000"
"2027","2017-02-09T04:54:00.000","2017-02-09T08:53:14.000"
"518","2017-02-09T08:33:00.000","2017-02-09T08:53:14.000"
"1238","2017-02-09T08:04:00.000","2017-02-09T08:53:14.000"
"1902","2017-02-09T04:53:00.000","2017-02-09T08:53:14.000"
"53811","2017-02-09T08:04:00.000","2017-02-09T08:53:14.000"
"1205","2017-02-09T06:52:00.000","2017-02-09T08:53:14.000"
"519","2017-02-09T08:31:00.000","2017-02-09T08:53:14.000"
